project,location,start_date_time,end_date_time
ABMI Ecosystem Health 2017,1459-SW,2017-02-01T12:42:00Z,2017-07-25T09:39:00Z
ABMI Ecosystem Health 2017,1460-NE,2017-03-19T14:13:00Z,2017-07-22T20:39:00Z
ABMI Ecosystem Health 2017,1460-NW,2017-03-19T12:30:00Z,2017-07-26T09:29:00Z
ABMI Ecosystem Health 2017,1460-SE,2017-03-19T13:36:00Z,2017-07-26T11:32:00Z
ABMI Ecosystem Health 2017,1460-SW,2017-03-19T11:32:00Z,2017-07-26T10:06:00Z
ABMI Ecosystem Health 2017,1461-NE,2017-02-03T11:58:00Z,2017-03-03T18:17:00Z
ABMI Ecosystem Health 2017,1461-NW,2017-02-03T15:59:00Z,2017-02-19T17:20:00Z
ABMI Ecosystem Health 2017,1461-SE,2017-02-03T13:52:00Z,2017-07-24T09:45:00Z
ABMI Ecosystem Health 2017,1461-SW,2017-02-03T14:37:00Z,2017-07-24T11:55:00Z
ABMI Ecosystem Health 2018,1462-NE,2018-02-24T11:44:00Z,2018-07-16T05:52:00Z
ABMI Ecosystem Health 2018,1462-SW,2018-02-24T10:17:00Z,2018-07-19T09:51:00Z
ABMI Ecosystem Health 2018,1463-NE,2018-02-26T11:43:00Z,2018-07-19T14:08:00Z
ABMI Ecosystem Health 2018,1463-SW,2018-02-26T12:41:00Z,2018-07-19T13:17:00Z
ABMI Ecosystem Health 2018,1464-NE,2018-02-25T15:41:00Z,2018-07-20T14:28:00Z
ABMI Ecosystem Health 2018,1464-SW,2018-02-25T14:41:00Z,2018-07-20T13:37:00Z
ABMI Ecosystem Health 2016,1465-NE,2016-02-19T17:46:00Z,2016-07-23T15:02:00Z
ABMI Ecosystem Health 2016,1465-NW,2016-02-19T16:40:00Z,2016-05-24T17:11:00Z
ABMI Ecosystem Health 2016,1465-SE,2016-02-20T10:37:00Z,2016-07-23T14:29:00Z
ABMI Ecosystem Health 2016,1465-SW,2016-02-19T15:07:00Z,2016-07-23T14:06:00Z
ABMI Ecosystem Health 2017,1466-NE,2017-03-02T11:28:00Z,2017-07-21T10:18:00Z
ABMI Ecosystem Health 2017,1466-NW,2017-03-02T10:17:00Z,2017-07-21T11:02:00Z
ABMI Ecosystem Health 2017,1466-SE,2017-03-03T00:19:00Z,2017-07-21T23:54:00Z
ABMI Ecosystem Health 2017,1466-SW,2017-03-02T13:23:00Z,2017-07-21T12:49:00Z
ABMI Ecosystem Health 2017,1467-NE,2017-03-02T15:17:00Z,2017-03-23T16:33:00Z
ABMI Ecosystem Health 2017,1467-NW,2017-03-02T18:38:00Z,2017-07-22T09:47:00Z
ABMI Ecosystem Health 2017,1467-SE,2017-03-02T17:16:00Z,2017-07-22T11:16:00Z
ABMI Ecosystem Health 2017,1467-SW,2017-03-02T17:56:00Z,2017-07-22T10:35:00Z
ABMI Ecosystem Health 2018,1468-NE,2017-10-26T11:00:00Z,2018-07-22T11:58:00Z
ABMI Ecosystem Health 2018,1468-NW,2017-10-26T10:58:00Z,2018-07-22T08:35:00Z
ABMI Ecosystem Health 2018,1468-SE,2017-10-26T09:45:00Z,2017-11-20T01:00:00Z
ABMI Ecosystem Health 2018,1468-SW,2017-10-26T09:52:00Z,2017-11-25T15:00:00Z
ABMI Ecosystem Health 2018,1469-NE,2018-03-08T12:03:00Z,2018-03-24T21:26:00Z
ABMI Ecosystem Health 2018,1469-NW,2018-03-08T12:44:00Z,2018-05-13T21:06:00Z
ABMI Ecosystem Health 2018,1469-SE,2018-03-08T11:17:00Z,2018-07-09T13:31:00Z
ABMI Ecosystem Health 2018,1469-SW,NA,NA
ABMI Ecosystem Health 2017,1470-NE,2017-03-07T12:51:00Z,2017-07-23T08:37:00Z
ABMI Ecosystem Health 2017,1470-NW,2017-03-07T09:01:00Z,2017-04-16T11:14:00Z
ABMI Ecosystem Health 2017,1470-SE,2017-03-07T11:00:00Z,2017-07-23T12:13:00Z
ABMI Ecosystem Health 2017,1470-SW,2017-03-07T11:43:00Z,2017-07-23T11:15:00Z
ABMI Ecosystem Health 2016,1471-NE,2016-03-04T17:13:00Z,2016-07-12T10:55:00Z
ABMI Ecosystem Health 2016,1471-NW,2016-03-04T16:25:00Z,2016-07-12T10:19:00Z
ABMI Ecosystem Health 2016,1471-SE,2016-03-04T14:34:00Z,2016-07-12T11:19:00Z
ABMI Ecosystem Health 2016,1471-SW,2016-03-04T15:25:00Z,2016-07-12T11:48:00Z
ABMI Ecosystem Health 2016,1472-NE,2016-03-04T10:36:00Z,2016-04-02T09:45:00Z
ABMI Ecosystem Health 2016,1472-NW,NA,NA
ABMI Ecosystem Health 2016,1472-SE,2016-03-04T11:49:00Z,2016-05-14T18:17:00Z
ABMI Ecosystem Health 2016,1472-SW,2016-03-04T12:42:00Z,2016-07-07T13:24:00Z
ABMI Ecosystem Health 2016,1473-NE,2016-03-05T10:09:00Z,2016-07-08T15:14:00Z
ABMI Ecosystem Health 2016,1473-NW,2016-03-05T10:51:00Z,2016-07-13T14:24:00Z
ABMI Ecosystem Health 2016,1473-SE,2016-03-05T12:19:00Z,2016-07-13T13:25:00Z
ABMI Ecosystem Health 2016,1473-SW,2016-03-05T11:28:00Z,2016-07-13T14:36:00Z
ABMI Ecosystem Health 2018,1474-NE,2018-03-28T14:36:00Z,2018-06-23T10:08:00Z
ABMI Ecosystem Health 2018,1474-SW,2018-03-28T15:30:00Z,2018-06-23T09:00:00Z
ABMI Ecosystem Health 2018,1475-NE,2018-03-28T12:27:00Z,2018-06-24T09:01:00Z
ABMI Ecosystem Health 2018,1475-SW,2018-03-28T11:04:00Z,2018-06-24T10:35:00Z
ABMI Ecosystem Health 2015,1477-NE,2015-03-06T14:36:00Z,2015-06-30T10:50:00Z
ABMI Ecosystem Health 2015,1477-NW,2015-03-06T15:33:00Z,2015-06-30T09:09:00Z
ABMI Ecosystem Health 2015,1477-SE,2015-03-06T13:27:00Z,2015-06-30T11:27:00Z
ABMI Ecosystem Health 2015,1477-SW,2015-03-06T12:05:00Z,2015-06-30T12:18:00Z
ABMI Ecosystem Health 2015,1478-NE,2015-03-07T12:04:00Z,2015-07-01T05:00:00Z
ABMI Ecosystem Health 2015,1478-NW,2015-03-07T10:05:00Z,2015-07-27T10:21:00Z
ABMI Ecosystem Health 2015,1478-SE,2015-03-07T14:01:00Z,2015-07-27T10:55:00Z
ABMI Ecosystem Health 2015,1478-SW,2015-03-07T11:00:00Z,2015-07-27T09:53:00Z
ABMI Ecosystem Health 2015,1479-NE,2015-03-03T12:00:00Z,2015-06-01T12:13:00Z
ABMI Ecosystem Health 2015,1479-NW,2015-03-03T16:54:00Z,2015-06-28T14:25:00Z
ABMI Ecosystem Health 2015,1479-NW-B,2015-06-18T11:00:00Z,2015-06-28T14:25:00Z
ABMI Ecosystem Health 2015,1479-SE,2015-03-03T13:33:00Z,2015-06-28T15:35:00Z
ABMI Ecosystem Health 2015,1479-SW,2015-03-03T14:59:00Z,2015-04-20T10:25:00Z
ABMI Ecosystem Health 2017,1480-NE,2017-02-02T15:25:00Z,2017-07-19T10:58:00Z
ABMI Ecosystem Health 2017,1480-NW,2017-02-02T14:23:00Z,2017-04-08T21:00:00Z
ABMI Ecosystem Health 2017,1480-SE,2017-02-02T17:19:00Z,2017-07-19T11:49:00Z
ABMI Ecosystem Health 2017,1480-SW,2017-02-02T16:30:00Z,2017-07-19T09:34:00Z
ABMI Ecosystem Health 2017,1481-NE,2017-03-17T12:16:00Z,2017-07-20T08:38:00Z
ABMI Ecosystem Health 2017,1481-NW,2017-03-17T15:32:00Z,2017-07-20T13:54:00Z
ABMI Ecosystem Health 2017,1481-SE,2017-03-17T10:18:00Z,2017-06-20T21:00:00Z
ABMI Ecosystem Health 2017,1481-SW,2017-03-17T13:55:00Z,2017-07-20T13:02:00Z
ABMI Ecosystem Health 2017,1482-NE,2017-02-04T11:55:00Z,2017-07-21T09:49:00Z
ABMI Ecosystem Health 2017,1482-NW,2017-02-04T12:59:00Z,2017-07-21T11:29:00Z
ABMI Ecosystem Health 2017,1482-SE,2017-02-04T10:56:00Z,2017-07-21T08:47:00Z
ABMI Ecosystem Health 2017,1482-SW,2017-02-04T09:59:00Z,2017-07-08T10:56:00Z
ABMI Ecosystem Health 2016,1486-NE,2016-02-20T15:00:00Z,2016-07-24T13:02:00Z
ABMI Ecosystem Health 2016,1486-NW,2016-02-20T12:53:00Z,2016-05-21T20:30:00Z
ABMI Ecosystem Health 2016,1486-SE,2016-02-20T16:45:00Z,2016-07-24T15:18:00Z
ABMI Ecosystem Health 2016,1486-SW,2016-02-20T18:05:00Z,2016-05-29T09:21:00Z
ABMI Ecosystem Health 2015,1491-NE,2015-03-07T14:10:00Z,2015-07-12T14:49:00Z
ABMI Ecosystem Health 2015,1491-NW,2015-03-07T12:58:00Z,2015-07-12T15:14:00Z
ABMI Ecosystem Health 2015,1491-SE,2015-03-07T11:35:00Z,2015-07-12T13:29:00Z
ABMI Ecosystem Health 2015,1491-SW,2015-03-07T10:54:00Z,2015-07-03T12:39:00Z
ABMI Ecosystem Health 2015,1492-NE,2015-03-08T11:23:00Z,2015-07-11T11:56:00Z
ABMI Ecosystem Health 2015,1492-NW,2015-03-08T09:11:00Z,2015-07-11T08:42:00Z
ABMI Ecosystem Health 2015,1492-SE,2015-03-08T12:25:00Z,2015-07-11T10:59:00Z
ABMI Ecosystem Health 2015,1492-SW,2015-03-08T10:18:00Z,2015-07-11T09:49:00Z
ABMI Ecosystem Health 2015,1493B-NE,2015-03-09T13:20:00Z,2015-07-11T13:31:00Z
ABMI Ecosystem Health 2015,1493B-NW,2015-03-09T15:46:00Z,2015-07-11T15:59:00Z
ABMI Ecosystem Health 2015,1493B-SE,2015-03-09T14:20:00Z,2015-07-11T14:22:00Z
ABMI Ecosystem Health 2015,1493B-SW,2015-03-09T17:14:00Z,2015-07-11T15:14:00Z
ABMI Ecosystem Health 2017,1494-NE,2017-01-20T15:37:00Z,2017-07-19T14:42:00Z
ABMI Ecosystem Health 2017,1494-NW,2016-12-15T15:52:00Z,2017-07-19T14:31:00Z
ABMI Ecosystem Health 2017,1494-SE,2017-01-20T17:09:00Z,2017-07-19T13:31:00Z
ABMI Ecosystem Health 2017,1494-SW,2017-01-20T17:58:00Z,2017-07-19T14:08:00Z
ABMI Ecosystem Health 2017,1495B-NE,2017-03-16T10:17:00Z,2017-07-20T13:35:00Z
ABMI Ecosystem Health 2017,1495B-NW,2017-03-16T11:03:00Z,2017-07-20T13:15:00Z
ABMI Ecosystem Health 2017,1495B-SE,2017-03-16T12:06:00Z,2017-07-20T13:51:00Z
ABMI Ecosystem Health 2017,1495B-SW,2017-03-16T12:56:00Z,2017-07-20T12:48:00Z
ABMI Ecosystem Health 2017,1496-NE,2017-01-19T11:45:00Z,2017-07-21T13:01:00Z
ABMI Ecosystem Health 2017,1496-NW,2017-01-19T10:55:00Z,2017-07-21T11:42:00Z
ABMI Ecosystem Health 2017,1496-SE,2017-01-19T12:13:00Z,2017-07-21T12:43:00Z
ABMI Ecosystem Health 2017,1496-SW,2017-05-23T06:02:00Z,2017-07-21T12:13:00Z
ABMI Ecosystem Health 2018,1497-NE,2018-02-15T14:47:00Z,2018-07-23T12:29:00Z
ABMI Ecosystem Health 2018,1497-SW,2018-02-15T13:40:00Z,2018-07-23T11:36:00Z
ABMI Ecosystem Health 2018,1498-NE,2018-01-14T13:32:00Z,2018-07-21T11:04:00Z
ABMI Ecosystem Health 2018,1498-SW,2018-01-14T12:09:00Z,2018-07-21T09:13:00Z
ABMI Ecosystem Health 2018,1499-NE,2018-01-26T17:23:00Z,2018-07-21T13:54:00Z
ABMI Ecosystem Health 2018,1499-SW,2018-01-26T16:19:00Z,2018-04-21T11:00:00Z
ABMI Ecosystem Health 2015,14-NE,2015-03-14T11:03:00Z,2015-09-16T15:09:00Z
ABMI Ecosystem Health 2015,14-NW,2015-03-14T10:47:00Z,2015-09-16T15:54:00Z
ABMI Ecosystem Health 2015,14-SE,2015-03-14T09:54:00Z,2015-09-16T14:18:00Z
ABMI Ecosystem Health 2015,14-SW,2015-03-14T10:00:00Z,2015-09-16T13:37:00Z
ABMI Ecosystem Health 2016,1500-NE,2016-02-18T17:58:00Z,2016-07-13T13:20:00Z
ABMI Ecosystem Health 2016,1500-NW,2016-02-19T09:41:00Z,2016-06-17T17:36:00Z
ABMI Ecosystem Health 2016,1500-SE,2016-02-17T18:22:00Z,2016-07-13T11:49:00Z
ABMI Ecosystem Health 2016,1500-SW,2016-02-18T16:37:00Z,2016-07-13T12:11:00Z
ABMI Ecosystem Health 2016,1501-NE,2016-02-18T12:23:00Z,2016-07-02T08:44:00Z
ABMI Ecosystem Health 2016,1501-NW,NA,NA
ABMI Ecosystem Health 2016,1501-SE,2016-02-18T13:30:00Z,2016-06-03T15:53:00Z
ABMI Ecosystem Health 2016,1501-SW,NA,NA
ABMI Ecosystem Health 2016,1502-NE,2016-02-15T10:30:00Z,2016-04-23T23:20:00Z
ABMI Ecosystem Health 2016,1502-NW,2016-02-15T11:38:00Z,2016-06-28T13:40:00Z
ABMI Ecosystem Health 2016,1502-SE,2016-02-15T15:41:00Z,2016-06-28T14:52:00Z
ABMI Ecosystem Health 2016,1502-SW,2016-02-15T13:38:00Z,2016-06-28T13:07:00Z
ABMI Ecosystem Health 2015,1506-NE,2015-03-17T09:19:00Z,2015-07-21T11:34:00Z
ABMI Ecosystem Health 2015,1506-NW,2015-03-17T11:10:00Z,2015-07-21T12:03:00Z
ABMI Ecosystem Health 2015,1506-SE,2015-03-17T08:40:00Z,2015-07-21T13:32:00Z
ABMI Ecosystem Health 2015,1506-SW,2015-03-17T09:24:00Z,2015-07-21T13:08:00Z
ABMI Ecosystem Health 2015,1510-NE,2015-03-06T15:46:00Z,2015-07-09T12:25:00Z
ABMI Ecosystem Health 2015,1510-NW,2015-03-06T16:31:00Z,2015-07-09T11:54:00Z
ABMI Ecosystem Health 2015,1510-SE,2015-03-06T15:15:00Z,2015-07-09T08:25:00Z
ABMI Ecosystem Health 2015,1510-SW,2015-03-06T17:32:00Z,2015-07-09T11:18:00Z
ABMI Ecosystem Health 2015,1511-NE,2015-03-06T11:42:00Z,2015-07-10T12:29:00Z
ABMI Ecosystem Health 2015,1511-NW,2015-03-06T09:33:00Z,2015-07-10T12:04:00Z
ABMI Ecosystem Health 2015,1511-SE,2015-03-06T12:47:00Z,2015-07-10T08:34:00Z
ABMI Ecosystem Health 2015,1511-SW,2015-03-06T10:44:00Z,2015-07-10T09:13:00Z
ABMI Ecosystem Health 2015,1512-NE,2015-03-05T15:13:00Z,2015-07-11T15:50:00Z
ABMI Ecosystem Health 2015,1512-NW,2015-03-05T18:12:00Z,2015-07-11T15:09:00Z
ABMI Ecosystem Health 2015,1512-SE,2015-03-05T18:30:00Z,2015-07-11T14:02:00Z
ABMI Ecosystem Health 2015,1512-SW,2015-03-05T17:13:00Z,2015-07-11T13:25:00Z
ABMI Ecosystem Health 2017,1513-NE,2017-01-21T13:44:00Z,2017-07-19T15:36:00Z
ABMI Ecosystem Health 2017,1513-NW,2017-01-21T11:24:00Z,2017-05-16T11:00:00Z
ABMI Ecosystem Health 2017,1513-NW-B,2017-05-16T11:58:00Z,2017-07-23T11:21:00Z
ABMI Ecosystem Health 2017,1513-SE,2017-01-21T12:28:00Z,2017-07-23T12:39:00Z
ABMI Ecosystem Health 2017,1513-SW,2017-01-21T10:32:00Z,2017-07-23T10:50:00Z
ABMI Ecosystem Health 2017,1514-NE,2017-01-17T18:13:00Z,2017-07-16T09:27:00Z
ABMI Ecosystem Health 2017,1514-NW,2017-01-17T14:34:00Z,2017-07-22T13:35:00Z
ABMI Ecosystem Health 2017,1514-SE,2017-01-17T16:57:00Z,2017-07-18T09:08:00Z
ABMI Ecosystem Health 2017,1514-SW,2017-07-16T12:48:00Z,2017-07-18T09:08:00Z
ABMI Ecosystem Health 2017,1515-NE,2017-01-19T18:17:00Z,2017-06-15T19:00:00Z
ABMI Ecosystem Health 2017,1515-NW,2017-01-19T17:29:00Z,2017-06-27T01:48:00Z
ABMI Ecosystem Health 2017,1515-SE,2017-01-19T16:08:00Z,2017-07-24T12:56:00Z
ABMI Ecosystem Health 2017,1515-SW,2017-01-19T14:58:00Z,2017-07-24T13:39:00Z
ABMI Ecosystem Health 2018,1516-NE,2018-01-20T12:00:00Z,2018-07-22T10:34:00Z
ABMI Ecosystem Health 2018,1516-SW,2018-01-20T13:19:00Z,2018-07-22T09:36:00Z
ABMI Ecosystem Health 2018,1517-NE,2018-01-26T12:44:00Z,2018-07-20T13:18:00Z
ABMI Ecosystem Health 2018,1517-SW,2018-01-26T11:47:00Z,2018-07-20T11:57:00Z
ABMI Ecosystem Health 2016,1519-NE,2016-02-17T16:15:00Z,2016-06-28T14:26:00Z
ABMI Ecosystem Health 2016,1519-NW,2016-02-13T17:23:00Z,2016-06-28T13:48:00Z
ABMI Ecosystem Health 2016,1519-SE,2016-02-17T15:14:00Z,2016-06-28T15:00:00Z
ABMI Ecosystem Health 2016,1519-SW,2016-02-13T19:06:00Z,2016-06-28T13:10:00Z
ABMI Ecosystem Health 2016,1520-NE,2016-02-16T16:12:00Z,2016-06-24T16:45:00Z
ABMI Ecosystem Health 2016,1520-NW,2016-02-16T17:00:00Z,2016-06-24T15:06:00Z
ABMI Ecosystem Health 2016,1520-SE,2016-02-16T15:17:00Z,2016-06-24T16:22:00Z
ABMI Ecosystem Health 2016,1520-SW,2016-02-16T13:56:00Z,2016-06-24T14:38:00Z
ABMI Ecosystem Health 2016,1521-NE,2016-02-14T17:24:00Z,2016-07-23T11:13:00Z
ABMI Ecosystem Health 2016,1521-NW,2016-02-14T18:34:00Z,2016-07-23T11:53:00Z
ABMI Ecosystem Health 2016,1521-SE,2016-02-15T18:46:00Z,2016-07-23T12:55:00Z
ABMI Ecosystem Health 2016,1521-SW,2016-02-15T17:25:00Z,2016-07-23T12:25:00Z
ABMI Ecosystem Health 2015,1525B-NE,2015-03-18T09:24:00Z,2015-07-22T10:50:00Z
ABMI Ecosystem Health 2015,1525B-NW,2015-03-18T11:26:00Z,2015-07-22T09:22:00Z
ABMI Ecosystem Health 2015,1525B-SE,2015-03-18T08:41:00Z,2015-07-22T10:32:00Z
ABMI Ecosystem Health 2015,1525B-SW,2015-03-18T10:42:00Z,2015-06-28T12:53:00Z
ABMI Ecosystem Health 2015,1526-NE,2015-03-17T15:00:00Z,2015-07-23T12:02:00Z
ABMI Ecosystem Health 2015,1526-NW,2015-03-17T14:17:00Z,2015-07-23T12:50:00Z
ABMI Ecosystem Health 2015,1526-SE,2015-03-17T14:33:00Z,2015-07-23T10:22:00Z
ABMI Ecosystem Health 2015,1526-SW,2015-03-17T13:30:00Z,2015-07-23T08:15:00Z
ABMI Ecosystem Health 2015,1529-NE,2015-03-03T14:59:00Z,2015-07-12T10:03:00Z
ABMI Ecosystem Health 2015,1529-NW,2015-03-03T13:47:00Z,2015-07-12T10:45:00Z
ABMI Ecosystem Health 2015,1529-SE,2015-03-03T15:56:00Z,2015-07-12T09:34:00Z
ABMI Ecosystem Health 2015,1529-SW,2015-03-03T12:40:00Z,2015-07-12T11:19:00Z
ABMI Ecosystem Health 2015,1530-NE,2015-03-04T12:20:00Z,2015-07-13T11:51:00Z
ABMI Ecosystem Health 2015,1530-NW,2015-03-04T10:49:00Z,2015-07-13T11:07:00Z
ABMI Ecosystem Health 2015,1530-SE,2015-03-04T15:07:00Z,2015-07-13T09:55:00Z
ABMI Ecosystem Health 2015,1530-SW,2015-03-04T16:34:00Z,2015-07-13T12:44:00Z
ABMI Ecosystem Health 2015,1531-NE,2015-03-05T10:14:00Z,2015-07-14T11:42:00Z
ABMI Ecosystem Health 2015,1531-NW,2015-03-05T12:11:00Z,2015-07-07T15:13:00Z
ABMI Ecosystem Health 2015,1531-SE,2015-03-05T09:35:00Z,2015-07-14T09:52:00Z
ABMI Ecosystem Health 2015,1531-SW,2015-03-05T11:26:00Z,2015-07-14T09:09:00Z
ABMI Ecosystem Health 2017,1532-NE,2017-01-20T12:46:00Z,2017-07-25T11:25:00Z
ABMI Ecosystem Health 2017,1532-NW,2017-01-20T10:18:00Z,2017-07-25T12:15:00Z
ABMI Ecosystem Health 2017,1532-SE,2017-01-20T13:34:00Z,2017-07-25T10:56:00Z
ABMI Ecosystem Health 2017,1532-SW,2017-01-20T11:22:00Z,2017-07-25T11:56:00Z
ABMI Ecosystem Health 2017,1533-NE,2017-01-18T16:34:00Z,2017-07-24T12:58:00Z
ABMI Ecosystem Health 2017,1533-NW,2017-01-18T17:36:00Z,2017-07-24T12:33:00Z
ABMI Ecosystem Health 2017,1533-SE,2017-01-18T14:25:00Z,2017-07-24T13:51:00Z
ABMI Ecosystem Health 2017,1533-SW,2017-01-18T15:30:00Z,2017-07-24T13:33:00Z
ABMI Ecosystem Health 2017,1534-NE,2017-01-18T11:00:00Z,2017-07-25T11:42:00Z
ABMI Ecosystem Health 2017,1534-NW,2017-01-18T10:03:00Z,2017-07-25T11:58:00Z
ABMI Ecosystem Health 2017,1534-SE,2017-01-18T12:55:00Z,2017-07-25T11:26:00Z
ABMI Ecosystem Health 2017,1534-SW,2017-01-18T12:13:00Z,2017-07-25T12:21:00Z
ABMI Ecosystem Health 2018,1535-NE,2018-01-20T15:23:00Z,2018-07-20T09:55:00Z
ABMI Ecosystem Health 2018,1535-SW,2018-01-20T16:16:00Z,2018-07-20T09:09:00Z
ABMI Ecosystem Health 2018,1536-NE,2018-02-15T17:46:00Z,2018-07-19T13:16:00Z
ABMI Ecosystem Health 2018,1536-SW,2018-02-15T18:52:00Z,2018-07-19T12:16:00Z
ABMI Ecosystem Health 2018,1537-NE,2018-01-17T17:27:00Z,2018-07-19T10:37:00Z
ABMI Ecosystem Health 2018,1537-SW,2018-01-17T18:30:00Z,2018-07-19T09:29:00Z
ABMI Ecosystem Health 2016,1538-NE,2016-02-17T09:41:00Z,2016-07-24T12:45:00Z
ABMI Ecosystem Health 2016,1538-NW,2016-02-17T12:25:00Z,2016-03-10T16:29:00Z
ABMI Ecosystem Health 2016,1538-SE,2016-02-17T10:38:00Z,2016-07-24T11:55:00Z
ABMI Ecosystem Health 2016,1538-SW,2016-02-17T13:15:00Z,2016-06-11T22:10:00Z
ABMI Ecosystem Health 2016,1539-NE,2016-02-16T09:35:00Z,2016-07-26T11:44:00Z
ABMI Ecosystem Health 2016,1539-NW,2016-02-16T12:26:00Z,2016-07-26T12:19:00Z
ABMI Ecosystem Health 2016,1539-SE,2016-02-16T10:52:00Z,2016-07-26T10:54:00Z
ABMI Ecosystem Health 2016,1539-SW,2016-02-16T11:45:00Z,2016-07-04T13:26:00Z
ABMI Ecosystem Health 2016,1540-NE,2016-02-14T14:25:00Z,2016-07-25T09:58:00Z
ABMI Ecosystem Health 2016,1540-NW,2016-02-14T12:53:00Z,2016-07-25T11:15:00Z
ABMI Ecosystem Health 2016,1540-SE,2016-02-13T23:43:00Z,2016-07-24T22:39:00Z
ABMI Ecosystem Health 2016,1540-SW,2016-02-14T10:28:00Z,2016-07-25T11:41:00Z
ABMI Ecosystem Health 2015,1544-NE,2015-03-18T15:44:00Z,2015-07-24T12:06:00Z
ABMI Ecosystem Health 2015,1544-NW,2015-03-20T12:51:00Z,2015-07-24T12:39:00Z
ABMI Ecosystem Health 2015,1544-SE,2015-03-20T12:23:00Z,2015-06-06T06:33:00Z
ABMI Ecosystem Health 2015,1544-SW,2015-03-18T14:30:00Z,2015-07-24T13:25:00Z
ABMI Ecosystem Health 2015,1545-NE,2015-03-19T10:40:00Z,2015-07-25T10:48:00Z
ABMI Ecosystem Health 2015,1545-NW,2015-03-19T09:30:00Z,2015-07-25T11:11:00Z
ABMI Ecosystem Health 2015,1545-SE,2015-03-19T10:01:00Z,2015-07-25T12:15:00Z
ABMI Ecosystem Health 2015,1545-SW,2015-03-19T08:56:00Z,2015-07-25T11:48:00Z
ABMI Ecosystem Health 2017,1546-NE,2016-12-13T12:04:00Z,2016-12-19T23:39:00Z
ABMI Ecosystem Health 2017,1546-NW,2016-12-13T11:14:00Z,2017-07-27T13:38:00Z
ABMI Ecosystem Health 2017,1546-SE,2016-12-13T13:19:00Z,2017-07-27T11:53:00Z
ABMI Ecosystem Health 2017,1546-SW,2016-12-13T12:02:00Z,2017-07-27T12:55:00Z
ABMI Ecosystem Health 2018,1547-NE,NA,NA
ABMI Ecosystem Health 2018,1547-NW,2018-03-04T13:32:00Z,2018-07-19T09:26:00Z
ABMI Ecosystem Health 2018,1547-SE,NA,NA
ABMI Ecosystem Health 2018,1547-SW,2018-03-04T11:51:00Z,2018-07-19T08:03:00Z
ABMI Ecosystem Health 2017,154-NE,2017-02-05T15:13:00Z,2017-07-21T07:32:00Z
ABMI Ecosystem Health 2017,154-NW,2017-02-05T15:57:00Z,2017-07-21T09:25:00Z
ABMI Ecosystem Health 2017,154-SE,2017-02-05T15:16:00Z,2017-07-21T08:00:00Z
ABMI Ecosystem Health 2017,154-SW,2017-02-05T16:04:00Z,2017-07-21T08:53:00Z
ABMI Ecosystem Health 2016,1550-NE,2016-02-22T13:01:00Z,2016-07-21T11:17:00Z
ABMI Ecosystem Health 2016,1550-NW,2016-02-22T12:20:00Z,2016-07-21T12:05:00Z
ABMI Ecosystem Health 2016,1550-SE,2016-02-22T14:00:00Z,2016-07-21T12:39:00Z
ABMI Ecosystem Health 2016,1550-SW,2016-02-22T11:35:00Z,2016-07-21T13:08:00Z
ABMI Ecosystem Health 2016,1551-NE,2016-02-21T13:59:00Z,2016-07-22T09:08:00Z
ABMI Ecosystem Health 2016,1551-NW,2016-02-21T13:09:00Z,2016-07-22T09:35:00Z
ABMI Ecosystem Health 2016,1551-SE,2016-02-21T16:52:00Z,2016-07-22T10:49:00Z
ABMI Ecosystem Health 2016,1551-SW,2016-02-21T18:15:00Z,2016-07-22T11:15:00Z
ABMI Ecosystem Health 2016,1552-NE,2016-02-22T19:55:00Z,2016-07-20T13:04:00Z
ABMI Ecosystem Health 2016,1552-NW,2016-02-22T18:57:00Z,2016-03-05T18:28:00Z
ABMI Ecosystem Health 2016,1552-SE,2016-02-23T05:44:00Z,2016-07-20T23:13:00Z
ABMI Ecosystem Health 2016,1552-SW,2016-02-22T16:51:00Z,2016-07-20T11:54:00Z
ABMI Ecosystem Health 2015,1556-NE,2015-02-17T13:12:00Z,2015-05-18T16:13:00Z
ABMI Ecosystem Health 2015,1556-NW,2015-02-17T11:34:00Z,2015-07-21T11:32:00Z
ABMI Ecosystem Health 2015,1556-SE,2015-02-17T12:34:00Z,2015-07-21T10:54:00Z
ABMI Ecosystem Health 2015,1556-SW,2015-02-17T10:54:00Z,2015-06-26T08:34:00Z
ABMI Ecosystem Health 2015,1557-NE,2015-02-17T16:11:00Z,2015-06-21T13:45:00Z
ABMI Ecosystem Health 2015,1557-NW,2015-02-18T10:46:00Z,2015-07-22T13:27:00Z
ABMI Ecosystem Health 2015,1557-SE,2015-02-17T15:09:00Z,2015-07-22T12:31:00Z
ABMI Ecosystem Health 2015,1557-SW,2015-02-18T11:35:00Z,2015-07-22T12:59:00Z
ABMI Ecosystem Health 2015,1558-NE,2015-02-18T15:45:00Z,2015-07-23T12:08:00Z
ABMI Ecosystem Health 2015,1558-NW,2015-02-18T14:56:00Z,2015-07-23T12:35:00Z
ABMI Ecosystem Health 2015,1558-SE,2015-02-18T13:14:00Z,2015-07-23T11:37:00Z
ABMI Ecosystem Health 2015,1558-SW,2015-02-18T14:10:00Z,2015-07-23T10:52:00Z
ABMI Ecosystem Health 2017,1559-NE,2017-02-15T12:11:00Z,2017-07-19T12:56:00Z
ABMI Ecosystem Health 2017,1559-NW,2017-02-15T09:38:00Z,2017-07-19T13:36:00Z
