project,location,site,station,BlackBear,CanadaLynx,Coyote,Elk(wapiti),Fisher,GrayWolf,Marten,Moose,Muledeer,Redfox,RedSquirrel,SnowshoeHare,White-tailedDeer,lure
ABMI Ecosystem Health 2018,1446-SE,1446,SE,0,0,0,0,0,0,0.04856479390056936,0,0,0,0,0,0,No
ABMI Ecosystem Health 2018,1446-SW,1446,SW,0,0.024998920606405024,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2017,1448-NE,1448,NE,0,0,1.1409541704214878,0,0,0,0.024483441920698765,0,1.4045963709717921,0,0.03444480539388101,0,0,Yes
ABMI Ecosystem Health 2017,1448-NW,1448,NW,0,0,0,0,0,0,0,0,2.1476840287328565,0,0,0,0.021355558400610437,No
ABMI Ecosystem Health 2017,1448-SE,1448,SE,0.1442505699113351,0,0,0.05781930253438847,0,0,0,0.17401278810164617,2.365964144878896,0,0.06901263314090283,0,0.028963976095139895,No
ABMI Ecosystem Health 2017,1448-SW,1448,SW,0,0,0,0,0,0,0.024483441920698765,0,6.173058170260922,0,0,0,0.11650576507965912,Yes
ABMI Ecosystem Health 2016,1450-NE,1450,NE,0,0,0.22386215789040095,0,0,0,0,0,8.634422609102112,0,0,0,3.0748278993671194,Yes
ABMI Ecosystem Health 2016,1450-NW,1450,NW,0,0,0,0.299306119074956,0,0,0,3.4978257429418402,0.9300686033539676,0,0,0,6.193434122543788,No
ABMI Ecosystem Health 2016,1450-SE,1450,SE,0,0,0,0,0,0,0,32.070542773111384,5.835730127508237,0,0,0,6.122564015894779,No
ABMI Ecosystem Health 2016,1450-SW,1450,SW,0,0,1.4399010997390926,0,0,0,0,3.835965154183825,18.829072041617657,0,0,0,1.203309998307407,Yes
ABMI Ecosystem Health 2018,1468-NE,1468,NE,0,0,0,0,0,0,0.33501498869717267,0,0,0.008266902167912751,0,0,0,Yes
ABMI Ecosystem Health 2018,1468-NW,1468,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2017,1470-NE,1470,NE,0.07755280599744638,0,1.6153406047459693,0,0,0,0,0,0.05267992528155109,0,0,0,3.4064689565537454,Yes
ABMI Ecosystem Health 2017,1470-SE,1470,SE,0,0,0.005991879461082956,0,0,0,0,0,0,0,0,0,0.3754398885738631,No
ABMI Ecosystem Health 2017,1470-SW,1470,SW,0.04566382232940633,0,0.017975638383248876,0.023341491547331804,0,0,0,0.030343074644425407,0.3001609646122646,0,0,0.6529101072150196,9.514388683673516,Yes
ABMI Ecosystem Health 2015,1491-NE,1491,NE,0,0,0.12120457953196204,0,0,0,0,0,0.013140334888111577,0,0,0,0.18225732273514048,Yes
ABMI Ecosystem Health 2015,1491-NW,1491,NW,0,0,0.07864919682723508,0,0,0,0,0,2.016176246287855,0,0,0,0.23617593189209338,No
ABMI Ecosystem Health 2015,1491-SE,1491,SE,0,0,0,1.2794066200263616,0,0,0,0.2677879949267861,2.6268292459722105,0,0,0,3.443387485015517,No
ABMI Ecosystem Health 2015,1491-SW,1491,SW,0,0,0.22159212594073913,21.673109228634765,0,0,0,1.4018294242715694,0,0.031121578525094395,0,0,0.23283694926859574,Yes
ABMI Ecosystem Health 2015,1492-NE,1492,NE,0,0,0.4927651124039481,5.63882510895434,0,0,0,0.11856029227657285,0,0,0,0,0.21962409984387246,Yes
ABMI Ecosystem Health 2015,1492-NW,1492,NW,0,0,1.646252108985565,0,0,0,0,0,0.13037466824284147,0.00646662572061948,0,0,2.1648221209647702,Yes
ABMI Ecosystem Health 2015,1492-SE,1492,SE,0,0,0.0147850277597278,13.382258397382532,0,0,0,0,0.18978693995568968,0,0,0,11.094907502573893,No
ABMI Ecosystem Health 2015,1492-SW,1492,SW,0,0,0.21864302420299397,2.196787663316242,0,0,0,0.025169872453820775,2.2454925183229966,0.028032759298821108,0,0,4.5490707837029944,No
ABMI Ecosystem Health 2015,15-NE,15,NE,1.0158305356119524,0,0,0,1.3662744769715245,0.007644272175211377,0,2.2457664095747276,0,0,0,1.3185368195700957,0,Yes
ABMI Ecosystem Health 2015,15-NW,15,NW,0.24928410492946157,0,0,0,0,0.19694658291777453,0,0.20343675784382848,0,0,0,0,0,No
ABMI Ecosystem Health 2015,15-SE,15,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2015,15-SW,15,SW,3.8643885774878015,0.39918791888190774,0,0,0,0,0,0.20330902079292829,0,0.08822971220203332,0,0.6849589626013559,0.027811927247653332,Yes
ABMI Ecosystem Health 2015,1510-NE,1510,NE,0,0,0.5323649649598702,2.1889519877410435,0,0,0,0,0,0,0,0,3.15755158055846,Yes
ABMI Ecosystem Health 2015,1510-NW,1510,NW,0.18173877964229218,0,0,2.576968145179563,0,0,0,7.973255260757119,0.26535170905757266,0,0,0,7.736548709757127,No
ABMI Ecosystem Health 2015,1510-SE,1510,SE,0.576290380987992,0,0,0.09547608941661866,0,0.01392349574770644,0,0.021090198325484293,0.24347300590524168,0,0,0.14213049272619216,0.29318068156317845,No
ABMI Ecosystem Health 2015,1510-SW,1510,SW,0.08117261504099867,0,0,0.744884708135035,0,0,0,0.8933754957662301,3.2353272330519887,0,0,0,21.525385525652826,Yes
ABMI Ecosystem Health 2015,1511-NE,1511,NE,0,0,0.045981555701244695,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2015,1511-NW,1511,NW,0,0,0.12528408153378875,0,0,0,0,0,0,0,0,0,0.01354861215159978,No
ABMI Ecosystem Health 2015,1511-SE,1511,SE,0,0,0.11763919151049232,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2015,1511-SW,1511,SW,0,0,0.19797226981786814,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2015,1529-NE,1529,NE,0.6219039490528698,0,0,4.725433377207963,0,0,0,2.566941483905882,1.040696294065853,0,0,0.33837190840245007,0.11049172887828097,Yes
ABMI Ecosystem Health 2015,1529-NW,1529,NW,0,0,0,6.555481217885746,0,0,0,0.6974127796578169,1.6202184601508276,0,0,0,0.2142149797631171,No
ABMI Ecosystem Health 2015,1529-SE,1529,SE,0,0,0,0,0,0,0,12.7857218980359,1.7118908830076083,0,0.10781252887194123,0.08452094374982555,0,No
ABMI Ecosystem Health 2015,1529-SW,1529,SW,0,0,0,0.13864675876743734,0,0,0,1.969381144519381,0.6032738605116246,0,0,0,0.5745953952478524,Yes
ABMI Ecosystem Health 2017,154-NE,154,NE,0.6204003476114328,0,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2017,154-NW,154,NW,0,0,0.013246863245156478,0,0,0,0,0,0,0.03200315403111461,0,0,0,No
ABMI Ecosystem Health 2017,154-SE,154,SE,0,0,0,0,0,0,0,0,0,0,0.043740401286487714,0,0,No
ABMI Ecosystem Health 2017,154-SW,154,SW,0.017421867140599796,0,0,0,0,0,0,0.28004625220324514,0,0.809083522217622,0,0,0,Yes
ABMI Ecosystem Health 2017,1546-NW,1546,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2017,1546-SE,1546,SE,0,0,0,2.5350109048557097,0,0,0,0,0,0,0,0,0.007217381365438125,No
ABMI Ecosystem Health 2017,1546-SW,1546,SW,0,0,0.010384389356310635,2.247113005057719,0,0,0,0,0,0,0,0.022718091251826087,0,Yes
ABMI Ecosystem Health 2018,1547-NW,1547,NW,0.07542070851968767,0,0,0,0,0,0,0,1.3793682922859447,0,0,0,0,No
ABMI Ecosystem Health 2018,1547-SW,1547,SW,0,0,0,0,0,0,0,0,0.9829105869181012,0,0,0,0,Yes
ABMI Ecosystem Health 2018,1564-NE,1564,NE,0,0.0038680339863811646,0,0,0,0,0,0.8548302517078246,0,0,0,0.14125509161877622,0,Yes
ABMI Ecosystem Health 2018,1564-NW,1564,NW,0,0.09727324918442043,0,0,0,0.03254515448820585,0.02525660324451031,0.06767573628521337,0.48392992803085244,0,0.07106507218105979,0.082909537702043,0,No
ABMI Ecosystem Health 2018,1564-SE,1564,SE,0,0,0,0,0,0,0.02525660324451031,0,0.004102844888772112,0,0,0.049454706347762056,0,No
ABMI Ecosystem Health 2018,1564-SW,1564,SW,0,0,0,0.00470710099133726,0,0,0.05594777963011869,0,0.015322543676498926,0,0,4.63291214790811,0,Yes
ABMI Ecosystem Health 2018,1565-NE,1565,NE,0.2446462306642998,0,0,0.6331791531937688,0,0.08629723163966385,0.04998702725475997,0.15986283477533847,0.613707511423293,0.053900696680352175,0,0,0.8626927827091898,Yes
ABMI Ecosystem Health 2018,1565-NW,1565,NW,0.2192835172764275,0,0,0,0,0,0,0.8679228107041216,1.8762479856774812,0,0,0,1.6815496883438252,No
ABMI Ecosystem Health 2018,1565-SE,1565,SE,0,0,0,1.5408317046743247,0,0,0,2.9029029346493775,1.8721129748393943,0,0,0,0,No
ABMI Ecosystem Health 2018,1565-SW,1565,SW,0.22322394377293892,0,0,0,0,0,0,0.85841518158322,2.0228045068608926,0,0,0,0.35803385909319707,Yes
ABMI Ecosystem Health 2018,1580-NE,1580,NE,0,0,0,0,0,0,0.36639304922619115,0,0,0,0.05646488166073868,0.05200705601438219,1.399197645203024,Yes
ABMI Ecosystem Health 2018,1580-SW,1580,SW,0,0,0.0365401158450027,0,0,0,0,0,0,0,0,0,2.330805463906619,No
ABMI Ecosystem Health 2018,1581-NE,1581,NE,0,0,0,0,0,0,0,0,0.22568811064307814,0,0,1.202860648413435,0,Yes
ABMI Ecosystem Health 2018,1581-NW,1581,NW,0,0,0,0.016993516647440074,0,0,0,0.7115596542527897,0.5548457897906035,0,0,0.5415158615556733,0.02493377240443592,No
ABMI Ecosystem Health 2018,1581-SE,1581,SE,0,0.03465749308970043,0,0,0,0,0.031925285591952485,0.052708297993657144,0.1297834747068498,0,0,1.074309928788491,0,No
ABMI Ecosystem Health 2018,1581-SW,1581,SW,0,0.07943784756570958,0.5267983332576799,0.2411554083260969,0,0,0,4.061414122992451,2.166912721462827,0,0.018161219247606004,0.9274391097466317,0,Yes
ABMI Ecosystem Health 2017,16-NE,16,NE,0.14030580403495457,0.20811090183105055,0,0,0,0,0,0,0,0,0,1.1136525646167637,0,Yes
ABMI Ecosystem Health 2017,16-NW,16,NW,0,0,0,0,0,0,0,0,0,0,0.08638087735652963,3.968885912249959,0,No
ABMI Ecosystem Health 2017,16-SE,16,SE,0,0.14912861140531347,0,0,0,0,0,0,0,0,0,0.03918339836700028,0,No
ABMI Ecosystem Health 2017,16-SW,16,SW,1.0472779252067022,0.015037674206972988,0.2827684121942558,0,0.6059978003909039,0,0,0,0,0.8517027241850393,0.03444480539388101,3.3232904192400126,0,Yes
ABMI Ecosystem Health 2017,1647-NE,1647,NE,0.11510049984955659,0,0,0.02889659173035134,0,0,0.05761059704149204,0,0.3055109107873232,0,0,0.030185365181641267,0,Yes
ABMI Ecosystem Health 2017,1647-NW,1647,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2017,1647-SE,1647,SE,0,0,0,0,0,0,1.9377188139212407,0,0.026147168634238965,0,0,0,0,No
ABMI Ecosystem Health 2017,1647-SW,1647,SW,0,0,0,0,0,0,0.945893614875742,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2018,1649-NE,1649,NE,0.04130997510928096,0,1.5970308653127443,7.48597305051101,0,0,0,0.16268218592685735,0.20381301016800754,0,0,0,3.1464346071071327,Yes
ABMI Ecosystem Health 2018,1649-NW,1649,NW,0,0,0.007590927892039938,4.207086152244086,0,0,0,0,0.9325469584569264,0,0,0,0.8307686663175757,No
ABMI Ecosystem Health 2018,1649-SE,1649,SE,0,0,0.026738181206166237,3.754254489027627,0,0,0,0,0.3472086506073332,0,0,0,2.184390630506729,No
ABMI Ecosystem Health 2018,1649-SW,1649,SW,0,0,0.07846400917484445,11.068349649026901,0,0,0,0,24.653518074098823,0,0,0,0.0452107895980622,Yes
ABMI Ecosystem Health 2018,1656-SE,1656,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2018,1656-SW,1656,SW,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2017,17-NE,17,NE,0.04707895454020906,0.6553918838582233,0,0,0,0,0,0.27582236626366374,0,0,0.17769692405919457,1.5232302966993463,0,Yes
ABMI Ecosystem Health 2017,17-NW,17,NW,0.016893931772702844,0,0,0,0,0,0,0,0,0,0.0681937561333402,0.1999673636598096,0,No
ABMI Ecosystem Health 2017,17-SE,17,SE,0,0,0,0,0,0,0,1.3293627089768534,0,0,0,0.34172905037846,0,No
ABMI Ecosystem Health 2017,17-SW,17,SW,0,0.418347084411514,0,0,0,0,0,1.5384292419203194,0,0,0.21012580756729682,2.822848704022522,0,Yes
ABMI Ecosystem Health 2017,18-NE,18,NE,0,0.11795085117166777,0,0,0,0,0,0,0,0,0,0.28336744217469495,0,Yes
ABMI Ecosystem Health 2017,18-NW,18,NW,0,0,0,0,0,0,0,0,0,0,0.23806095970293287,0.1366226680384695,0,No
ABMI Ecosystem Health 2017,18-SE,18,SE,0.14661451308056506,0.32755190373739484,0,0,0,0,0,0,0,0,0,0.03865389298366244,0,No
ABMI Ecosystem Health 2017,18-SW,18,SW,0,3.8901708296058537,0,0,0,0,0,0,0,0,0,0.3763567644252418,0,Yes
ABMI Ecosystem Health 2017,181-NE,181,NE,0,0,0,0,0,0,0,0.2697370618249917,0,0.06605531171477151,0,0,0,Yes
ABMI Ecosystem Health 2017,181-NW,181,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2017,181-SE,181,SE,0.15599130796935254,0,0,0,0,0,0,0,0,0.008014722147829337,0,0,0,No
ABMI Ecosystem Health 2017,181-SW,181,SW,0,0,0,0,0.3818652208154739,0,0,0,0,0.17273588810124396,0,0,0,Yes
ABMI Ecosystem Health 2017,182-NE,182,NE,0.9639796682591504,0.2141385503549577,0,0,0,3.0200763471096037,0.09668499584814334,0,0,0,0,0.2658142922528891,0,Yes
ABMI Ecosystem Health 2017,182-NW,182,NW,0,0,0,0,0,0,0.09551977528626239,0,0,0,0,0,0,No
ABMI Ecosystem Health 2017,182-SE,182,SE,0.5955989783751348,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2017,182-SW,182,SW,13.282792437661417,0,0,0,0,0,0.05051320648902062,1.1318575333767875,0,0,0.1656928751589275,0.032727290670621585,0,Yes
ABMI Ecosystem Health 2017,183-NE,183,NE,0.18998037739204374,0,0,0,0,0,0,0.9493852714034887,0,1.0422495250690025,0.29960114084952616,0,0,Yes
ABMI Ecosystem Health 2017,183-NW,183,NW,0.4496482233464868,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2017,183-SE,183,SE,0.04592492307483133,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2017,183-SW,183,SW,0.1751834215089814,0,0,0,0,0,0.9627875054997963,0,0,0.678285214050575,0.08626579142612853,0,0,Yes
ABMI Ecosystem Health 2018,19-NE,19,NE,0.05093154501656568,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2018,19-SW,19,SW,5.072835918518266,0.0843247583081004,0,0,0,0,0,0,0,0.485501364844861,0,0,0,Yes
ABMI Ecosystem Health 2015,2-NE,2,NE,0.1024909928892407,0,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2015,2-NW,2,NW,0.41295797815485563,0,0,0,0,0,0,0,0,0,0,0.5662057954723536,0,No
ABMI Ecosystem Health 2015,2-SE,2,SE,0,0,0,0,0,0,0,0,0,0,0,0.13108992812511824,0,No
ABMI Ecosystem Health 2015,2-SW,2,SW,1.9105524043927438,0.492622537096955,0,0,0,0,0,0,0,0,0,2.3029069187494344,0,Yes
ABMI Ecosystem Health 2017,210-NE,210,NE,0,0,0,0,0.2626023292704652,0,0,0,0,0.008014722147829337,0,0,0,Yes
ABMI Ecosystem Health 2017,210-NW,210,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2017,210-SE,210,SE,0.35008919548610445,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2017,210-SW,210,SW,0.610377359206219,0,0,0,0.46721517816653524,1.942465138230976,0,0,0,0.27570102881407943,0,0,0,Yes
ABMI Ecosystem Health 2017,211-NE,211,NE,0,0,0,0,0,0,0,0,0,0.012673603082071019,0,0,0,Yes
ABMI Ecosystem Health 2017,211-NW,211,NW,1.0717990375625572,0.015881259528012746,0,0,0,0,0,0,0,0,0,0.18635138789073924,0,No
ABMI Ecosystem Health 2017,211-SE,211,SE,0.6159414335029839,0,0,0,0,0,0,0,0,0,0,2.3973581589988946,0,No
ABMI Ecosystem Health 2017,211-SW,211,SW,3.1988096890186086,0.04430503557305873,0,0,0,0,0,0.018865553050588544,0,3.0024266215918245,0.09619005890013899,4.195687567336535,0,Yes
ABMI Ecosystem Health 2017,212-NE,212,NE,4.799667929788981,0,0,0,0,0,1.3234883753837225,1.631699288229684,0,0,0,0,0,Yes
ABMI Ecosystem Health 2017,212-NW,212,NW,0.8334906688973417,0,0,0,0,0,0.570788992486405,0,0,0,0.08748080257297543,0,0,No
ABMI Ecosystem Health 2017,212-SE,212,SE,1.315641110404315,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2017,212-SW,212,SW,0.42872317204222493,0,0,0,0,0,0,1.1919836956511702,0,0.062311651912735286,0,0,0,Yes
ABMI Ecosystem Health 2018,213-NE,213,NE,0,0.04527521883378265,0,0,0,0,0,0.026076802779866005,0,0,0.16551448583816003,1.624395558889212,0,No
ABMI Ecosystem Health 2018,213-SW,213,SW,0.9462099064228928,0,0,0,0,0,0.016092386697001956,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2015,235-NE,235,NE,0,0,0,0,0,0,0.045049893424152325,0.5273295804427403,0,0,0,0,0,Yes
ABMI Ecosystem Health 2016,235-NE,235,NE,0,0,0,0,0,0.2627861866181614,0.0222164565576711,0.02249097074948227,0,0,0,0.2633698347608939,0,Yes
ABMI Ecosystem Health 2015,235-NW,235,NW,0.007835580875799006,0,0,0,0,0,0,0.14789524452907754,0,0,0,0,0,No
ABMI Ecosystem Health 2016,235-NW,235,NW,0,0,0,0,0,0,0.06773179404576933,0,0,0,0,0.2944724882881542,0,No
ABMI Ecosystem Health 2015,235-SE,235,SE,0,0,0,0,0,0,0,0.3373160765332003,0,0,0,0.36092234664135386,0,No
ABMI Ecosystem Health 2016,235-SE,235,SE,0,0,0,0,0,0,0,0.024627986510496296,0,0,0,0.13558045306412084,0.0596761355702373,No
ABMI Ecosystem Health 2015,235-SW,235,SW,0.524492242918631,0,0,0,0,0,0,0.9967328600614347,0,0,0,0.23320617738702906,0,Yes
ABMI Ecosystem Health 2016,235-SW,235,SW,0,0,0,0,0.3163074599988872,0,0,0,0,0,0,0.8300135147929857,0.19850885123530226,Yes
ABMI Ecosystem Health 2015,236-NE,236,NE,1.4715287403664221,0.1529618998182028,0,0,0,0,0,3.8522560628330265,0,0,0,0,0,Yes
ABMI Ecosystem Health 2016,236-NE,236,NE,0,0,0,0,0,0,0.06893715050157827,0,0,0,0,0.13453801961968614,0,Yes
ABMI Ecosystem Health 2015,236-NW,236,NW,0,0,0,0,0.2854111525393903,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,236-NW,236,NW,0.22770312790313102,0,0,0,0,0,0,0,0,0,0,0.03122159205454761,0.05229636124015009,No
ABMI Ecosystem Health 2015,236-SE,236,SE,0,0,0,0,0,0,0,2.9768152798455754,0,0,0,0.7399188301996367,0,No
ABMI Ecosystem Health 2016,236-SE,236,SE,0,0,0,0,0,0,0.022012635855307147,0,0,0,0,0.44561656781199277,0,No
ABMI Ecosystem Health 2015,236-SW,236,SW,2.945577293531692,0.007537846404925361,0.00815625446451769,0,0.052239956381215015,0,0,0.5027970944528333,0,0,0,0.019913009859606395,0,Yes
ABMI Ecosystem Health 2016,236-SW,236,SW,0,0,0,0,0,0.47475686601264133,0,0.2804260546744107,0,0,0.061884396061883985,0.02849935356053759,0,Yes
ABMI Ecosystem Health 2018,238-NE,238,NE,0,0.09110580879639346,0,0,0,0,0,0,0,0,0,0.020728185448746432,0,No
ABMI Ecosystem Health 2018,238-SW,238,SW,0,0.0781968381645699,0,0,0.12768144914959215,0.094733271545333,0,0.027192956860853244,0,0,0,0.22723093423702145,0,Yes
ABMI Ecosystem Health 2018,239-NE,239,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2018,239-SW,239,SW,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2016,240-NE,240,NE,0,0,0,0,0,0,0,0,0,0.4069447788028339,0,0,0,Yes
ABMI Ecosystem Health 2016,240-NW,240,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,240-SE,240,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,240-SW,240,SW,0,0,0,0,0,0,0,0,0,1.0086699317632024,0,0,0,Yes
ABMI Ecosystem Health 2016,241-NE,241,NE,1.5502161645385735,0,0,0,0,0.2652609263837283,0.08829779111133855,0,0,0.09682688035021104,0,0,0,Yes
ABMI Ecosystem Health 2016,241-NW,241,NW,0.39700821696463695,0,0.23125662856601198,0,0,0,0.19748226783581607,0.10751939690488173,0,0.11018324886387057,0,0,0,No
ABMI Ecosystem Health 2016,241-SE,241,SE,0.07064098589960913,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,241-SW,241,SW,1.55927111620582,0,0,0,0,0,0,0,0,7.331713581757907,0,0,0,Yes
ABMI Ecosystem Health 2016,242-NE,242,NE,5.030642494497144,0,0,0,0,0,0.8152289226191333,0.0862957148549185,0,0,0,0,0,Yes
ABMI Ecosystem Health 2016,242-NW,242,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,242-SE,242,SE,0.4388127708969698,0,0,0,0,0,1.2453648507711568,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,242-SW,242,SW,0.42340541016086886,0.04222116219650108,0,0,0,0,0.6454254781742516,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2015,264-NE,264,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2016,264-NE,264,NE,0,0.03533548271011021,0,0,0,0,0,0,0,0,0,2.500152995434231,0,Yes
ABMI Ecosystem Health 2015,264-NW,264,NW,0.010067881395949585,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,264-NW,264,NW,2.6242451524031143,0,0,0,0,0,0,0,0,0,0,1.7572016041272693,0,No
ABMI Ecosystem Health 2015,264-SE,264,SE,0.05246498096673593,0.023356387598064424,0,0,0.01797317105295318,0,0,0,0,0,0,0.020058662023929353,0,No
ABMI Ecosystem Health 2016,264-SE,264,SE,0.10458956405160197,0,0,0,0,0.34119713638670107,0,0,0,0,0,0.8071713671164995,0,No
ABMI Ecosystem Health 2015,264-SW,264,SW,2.9503957877707334,0.023315040583678285,0,0,0.7837430574027938,0.6484447509168945,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2016,264-SW,264,SW,1.6808906303198097,0.051506018965321435,0,0,0.013987747883494734,0,0,0,0,0,0.01694888766759231,0.12960518374362376,0,Yes
ABMI Ecosystem Health 2015,265-NE,265,NE,0.24961219771042778,0.28854468724379895,0,0,0,0,0,0,0,0,0,1.2956199655609626,0,Yes
ABMI Ecosystem Health 2016,265-NE,265,NE,2.814070489821758,0.20357300607480652,0,0,0,0,0,0,0,0,0,3.483282214851997,0,Yes
ABMI Ecosystem Health 2015,265-NW,265,NW,0.8997662974359965,0.08310099890634207,0,0,0,0,0,0,0,0,0,0.0634839038442468,0,No
ABMI Ecosystem Health 2016,265-NW,265,NW,1.2417735338818836,1.1571558072867072,0.011673171527199632,0,0,0,0,0,0,0,0.06779555067036924,8.07270279518507,0,No
ABMI Ecosystem Health 2015,265-SE,265,SE,0.11352815517952933,0.10776749515997064,0,0,0,0,0,0,0,0,0,2.2982789961529475,0,No
ABMI Ecosystem Health 2016,265-SE,265,SE,1.6408875357616983,0.019422286983946112,0.02942427118584161,0,0,0,0,0,0,0,0,3.1917843805765878,0,No
ABMI Ecosystem Health 2015,265-SW,265,SW,0.6458704621669781,0.3067620739898387,0,0,0,0,0,0,0,0,0,0.27093398398219154,0,Yes
ABMI Ecosystem Health 2016,265-SW,265,SW,1.1825835387479167,0.16522166717084985,0,0,0,0,0,0,0,0,0.01694888766759231,4.459057442733599,0,Yes
ABMI Ecosystem Health 2015,266-NE,266,NE,2.094761268774119,1.1191087669797835,0,0,0,0,0,0,0,0,0,0.17162328484746123,0,Yes
ABMI Ecosystem Health 2015,266-NW,266,NW,0.4698880546275743,0,0,0,0,0,0,0,0,0,0,0.3904722361447969,0,No
ABMI Ecosystem Health 2015,266-SE,266,SE,0,0.20246581131044503,0,0,0,0,0,0,0,0,0,0.10813323547836363,0,No
ABMI Ecosystem Health 2015,266-SW,266,SW,0.06391716861774195,0.203692334999496,0,0,0,0,0,0,0,0,0.062111369826812556,0.1648670553694955,0,Yes
ABMI Ecosystem Health 2018,267-NE,267,NE,0.100635308151933,0,0,0,0.5196562435063692,0,0,0,0,0,0,0.07670757081680145,0.23138720881356126,No
ABMI Ecosystem Health 2018,267-SW,267,SW,0.042128470203990055,0,0,0,0.43282070160179625,0,0.08845420152796614,1.330731481027118,0,0,0,0,0,Yes
ABMI Ecosystem Health 2018,268-NE,268,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2018,268-SW,268,SW,0,0,0,0,0,0,0.42877446375073347,0,0,0,0,0.021188059857711265,0,Yes
ABMI Ecosystem Health 2018,269-NE,269,NE,0.6661220701772114,0.5727337707135589,0,0,0,0,0,0,0,0,0,2.7337137108984657,0,No
ABMI Ecosystem Health 2018,269-SW,269,SW,2.006328912745323,0,0,0,0,0,0,1.9202159223559654,0,0.1464014760178261,0,0.5612668038655027,0,Yes
ABMI Ecosystem Health 2016,270-NE,270,NE,0,0,0,0,0,0,0.27558212218615835,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2016,270-NW,270,NW,0.7148448082385418,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,270-SE,270,SE,0,0,0,0,0,0,2.938217317163049,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,270-SW,270,SW,0,0,0,0,0,0.01375968991538048,0.9133535626049192,0,0,0,0,0,0.07062601507786055,Yes
ABMI Ecosystem Health 2016,271-NE,271,NE,1.9274124056171689,0,0,0,0,0.041852709380002295,0,0,0,0.014164615209373487,0,0,0,Yes
ABMI Ecosystem Health 2016,271-NW,271,NW,0,0,0,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,271-SE,271,SE,0,0,0.014961163194529671,0,0,0,0,0,0,0,0,0,0,No
ABMI Ecosystem Health 2016,271-SW,271,SW,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
ABMI Ecosystem Health 2016,272-NE,272,NE,0.37126080073475426,0,0,0,0,0,1.967306505588824,6.472368090365219,0,0.4607207051603891,2.4824035985829327,0.5387773765458809,0,Yes
ABMI Ecosystem Health 2016,272-NW,272,NW,0,0,0,0,0,0,0,3.9284699135580086,0,0,0,0,0,No
ABMI Ecosystem Health 2016,272-SE,272,SE,1.4044596476083142,0.09216987345768443,0,0,0,0,0,0.24522810980399157,0,0,0,0.0425903097768363,0,No
